-68.143499  0.000000e+00  0.000000e+00
-68.126499  0.000000e+00  0.000000e+00
-68.109499  0.000000e+00  0.000000e+00
-68.092499  0.000000e+00  0.000000e+00
-68.075499  0.000000e+00  0.000000e+00
-68.058499  0.000000e+00  0.000000e+00
-68.041499  0.000000e+00  0.000000e+00
-68.024499  0.000000e+00  0.000000e+00
-68.007499  0.000000e+00  0.000000e+00
-67.990499  0.000000e+00  0.000000e+00
-67.973499  0.000000e+00  0.000000e+00
-67.955499  0.000000e+00  0.000000e+00
-67.938499  0.000000e+00  0.000000e+00
-67.921499  0.000000e+00  0.000000e+00
-67.904499  0.000000e+00  0.000000e+00
-67.887499  0.000000e+00  0.000000e+00
-67.870499  0.000000e+00  0.000000e+00
-67.853499  0.000000e+00  0.000000e+00
-67.836499  0.000000e+00  0.000000e+00
-67.819499  0.000000e+00  0.000000e+00
-67.802499  0.000000e+00  0.000000e+00
-67.785499  0.000000e+00  0.000000e+00
-67.768499  0.000000e+00  0.000000e+00
-67.750499  0.000000e+00  0.000000e+00
-67.733499  0.000000e+00  0.000000e+00
-67.716499  0.000000e+00  0.000000e+00
-67.699499  0.000000e+00  0.000000e+00
-67.682499  0.000000e+00  0.000000e+00
-67.665499  0.000000e+00  0.000000e+00
-67.648499  0.000000e+00  0.000000e+00
-67.631499  0.000000e+00  0.000000e+00
-67.614499  0.000000e+00  0.000000e+00
-67.597499  0.000000e+00  0.000000e+00
-67.580499  0.000000e+00  0.000000e+00
-67.562499  0.000000e+00  0.000000e+00
-67.545499  0.000000e+00  0.000000e+00
-67.528499  0.000000e+00  0.000000e+00
-67.511499  0.000000e+00  0.000000e+00
-67.494499  0.000000e+00  0.000000e+00
-67.477499  0.000000e+00  0.000000e+00
-67.460499  0.000000e+00  0.000000e+00
-67.443499  0.000000e+00  0.000000e+00
-67.426499  0.000000e+00  0.000000e+00
-67.409499  0.000000e+00  0.000000e+00
-67.392499  0.000000e+00  0.000000e+00
-67.374499  0.000000e+00  0.000000e+00
-67.357499  0.000000e+00  0.000000e+00
-67.340499  0.000000e+00  0.000000e+00
-67.323499  0.000000e+00  0.000000e+00
-67.306499  0.000000e+00  0.000000e+00
-67.289499  0.000000e+00  0.000000e+00
-67.272499  0.000000e+00  0.000000e+00
-67.255499  0.000000e+00  0.000000e+00
-67.238499  0.000000e+00  0.000000e+00
-67.221499  0.000000e+00  0.000000e+00
-67.204499  0.000000e+00  0.000000e+00
-67.186499  0.000000e+00  0.000000e+00
-67.169499  0.000000e+00  0.000000e+00
-67.152499  0.000000e+00  0.000000e+00
-67.135499  0.000000e+00  0.000000e+00
-67.118499  0.000000e+00  0.000000e+00
-67.101499  0.000000e+00  0.000000e+00
-67.084499  0.000000e+00  0.000000e+00
-67.067499  0.000000e+00  0.000000e+00
-67.050499  0.000000e+00  0.000000e+00
-67.033499  0.000000e+00  0.000000e+00
-67.016499  0.000000e+00  0.000000e+00
